tripduration,starttime,stoptime,start station id,start station name,end station id,end station name,id,name
2213,29:21.7,06:15.1,74,Harvard Square at Mass Ave/ Dunster,74,Harvard Square at Mass Ave/ Dunster,,
2211,29:15.9,06:07.9,74,Harvard Square at Mass Ave/ Dunster,49,Stuart St at Charles St,,
2208,07:49.3,44:37.5,74,Harvard Square at Mass Ave/ Dunster,81,Chinatown T Stop,,
2205,54:14.5,31:00.2,74,Harvard Square at Mass Ave/ Dunster,74,Harvard Square at Mass Ave/ Dunster,,
2201,34:54.0,11:35.4,74,Harvard Square at Mass Ave/ Dunster,75,Lafayette Square at Mass Ave / Main St / Columbia St,,
2200,52:27.5,29:07.5,74,Harvard Square at Mass Ave/ Dunster,197,MLK Blvd at Washington St,,
2200,34:48.9,11:29.8,74,Harvard Square at Mass Ave/ Dunster,366,Broadway T Stop,,
2198,10:47.1,47:25.5,74,Harvard Square at Mass Ave/ Dunster,68,Central Square at Mass Ave / Essex St,,
2197,05:06.0,41:43.4,74,Harvard Square at Mass Ave/ Dunster,60,Charles Circle - Charles St at Cambridge St,,
2197,31:04.1,07:41.4,74,Harvard Square at Mass Ave/ Dunster,236,Assembly Square T,,
2196,29:12.6,05:49.4,74,Harvard Square at Mass Ave/ Dunster,36,Copley Square - Dartmouth St at Boylston St,,
2196,43:09.2,19:45.9,74,Harvard Square at Mass Ave/ Dunster,70,Harvard Kennedy School at Bennett St / Eliot St,,
2193,57:23.8,33:57.0,74,Harvard Square at Mass Ave/ Dunster,374,Tremont St at Hamilton Pl,,
2192,17:22.9,53:55.8,74,Harvard Square at Mass Ave/ Dunster,218,Watermark Seaport - Boston Wharf Rd at Seaport Blvd,,
2189,30:25.8,06:55.2,74,Harvard Square at Mass Ave/ Dunster,60,Charles Circle - Charles St at Cambridge St,,
2188,31:35.5,08:04.3,74,Harvard Square at Mass Ave/ Dunster,352,Ring Rd,,
2186,41:13.6,17:40.1,74,Harvard Square at Mass Ave/ Dunster,74,Harvard Square at Mass Ave/ Dunster,,
2183,08:29.0,44:52.4,74,Harvard Square at Mass Ave/ Dunster,81,Chinatown T Stop,,
2181,16:30.1,52:52.1,74,Harvard Square at Mass Ave/ Dunster,149,175 N Harvard St,,
2180,30:51.3,07:12.2,74,Harvard Square at Mass Ave/ Dunster,60,Charles Circle - Charles St at Cambridge St,,
2179,26:02.6,02:22.1,74,Harvard Square at Mass Ave/ Dunster,97,Harvard University River Houses at DeWolfe St / Cowperthwaite St,,
2174,34:39.6,10:53.8,74,Harvard Square at Mass Ave/ Dunster,75,Lafayette Square at Mass Ave / Main St / Columbia St,,
2173,16:30.3,52:43.9,74,Harvard Square at Mass Ave/ Dunster,149,175 N Harvard St,,
2172,13:09.3,49:21.9,74,Harvard Square at Mass Ave/ Dunster,149,175 N Harvard St,,
2169,45:13.3,21:22.8,74,Harvard Square at Mass Ave/ Dunster,67,MIT at Mass Ave / Amherst St,,
2164,24:44.0,00:48.4,74,Harvard Square at Mass Ave/ Dunster,30,Brigham Circle - Francis St at Huntington Ave,,
2163,02:27.8,38:31.4,74,Harvard Square at Mass Ave/ Dunster,186,Congress St at Northern Ave,,
2162,07:20.0,43:22.3,74,Harvard Square at Mass Ave/ Dunster,160,Wentworth Institute of Technology - Huntington Ave at Vancouver St,,
2162,04:56.0,40:58.6,74,Harvard Square at Mass Ave/ Dunster,33,Kenmore Square,,
2162,47:59.1,24:01.8,74,Harvard Square at Mass Ave/ Dunster,357,Centre St at Seaverns Ave,,
2161,15:39.1,51:40.7,74,Harvard Square at Mass Ave/ Dunster,174,Washington St at Brock St,,
2161,51:40.2,27:42.0,74,Harvard Square at Mass Ave/ Dunster,35,Arch St at Franklin St,,
2160,50:31.2,26:31.4,74,Harvard Square at Mass Ave/ Dunster,206,Government Center - Cambridge St at Court St,,
2159,41:28.9,17:27.9,74,Harvard Square at Mass Ave/ Dunster,74,Harvard Square at Mass Ave/ Dunster,,
2153,29:13.6,05:07.1,74,Harvard Square at Mass Ave/ Dunster,233,St Mary's,,
2153,49:31.7,25:24.7,74,Harvard Square at Mass Ave/ Dunster,131,Jackson Square T Stop,,
2152,24:32.6,00:24.7,74,Harvard Square at Mass Ave/ Dunster,151,Surface Rd at India St,,
2151,59:27.0,35:18.0,74,Harvard Square at Mass Ave/ Dunster,380,Mass Ave at Albany St,,
2150,28:56.3,04:46.6,74,Harvard Square at Mass Ave/ Dunster,179,MIT Vassar St,,
2150,05:11.4,41:02.4,74,Harvard Square at Mass Ave/ Dunster,33,Kenmore Square,,
2150,16:48.7,52:38.9,74,Harvard Square at Mass Ave/ Dunster,122,Burlington Ave at Brookline Ave,,
2150,28:05.5,03:55.6,74,Harvard Square at Mass Ave/ Dunster,87,Harvard University Housing - 115 Putnam Ave at Peabody Terrace,,
2148,02:40.0,38:28.4,74,Harvard Square at Mass Ave/ Dunster,33,Kenmore Square,,
2147,39:24.9,15:12.4,74,Harvard Square at Mass Ave/ Dunster,12,Ruggles T Stop - Columbus Ave at Melnea Cass Blvd,,
2143,38:28.1,14:11.4,74,Harvard Square at Mass Ave/ Dunster,58,Mugar Way at Beacon St,,
2143,48:11.6,23:55.2,74,Harvard Square at Mass Ave/ Dunster,143,EF - North Point Park,,
2143,42:41.1,18:25.1,74,Harvard Square at Mass Ave/ Dunster,58,Mugar Way at Beacon St,,
2139,51:40.9,27:20.1,74,Harvard Square at Mass Ave/ Dunster,190,Nashua Street at Red Auerbach Way,,
2138,37:27.3,13:05.7,74,Harvard Square at Mass Ave/ Dunster,179,MIT Vassar St,,
2138,26:22.3,02:00.5,74,Harvard Square at Mass Ave/ Dunster,374,Tremont St at Hamilton Pl,,
2137,28:24.5,04:02.1,74,Harvard Square at Mass Ave/ Dunster,52,Newbury St at Hereford St,,
2135,12:44.6,48:19.8,74,Harvard Square at Mass Ave/ Dunster,98,Warren St at Chelsea St,,
2133,53:57.1,29:30.6,74,Harvard Square at Mass Ave/ Dunster,74,Harvard Square at Mass Ave/ Dunster,,
2133,39:41.9,15:15.6,74,Harvard Square at Mass Ave/ Dunster,12,Ruggles T Stop - Columbus Ave at Melnea Cass Blvd,,
2132,07:06.2,42:38.2,74,Harvard Square at Mass Ave/ Dunster,227,Silber Way,,
2132,12:53.5,48:25.6,74,Harvard Square at Mass Ave/ Dunster,98,Warren St at Chelsea St,,
2130,49:52.7,25:22.9,74,Harvard Square at Mass Ave/ Dunster,160,Wentworth Institute of Technology - Huntington Ave at Vancouver St,,
2129,54:27.4,29:57.1,74,Harvard Square at Mass Ave/ Dunster,384,Clarendon St at Newbury St,,
2125,40:53.1,16:19.1,74,Harvard Square at Mass Ave/ Dunster,70,Harvard Kennedy School at Bennett St / Eliot St,,
2124,28:11.1,03:35.9,74,Harvard Square at Mass Ave/ Dunster,42,Boylston St at Arlington St,,
2123,32:52.7,08:16.6,74,Harvard Square at Mass Ave/ Dunster,141,Kendall Street,,
2117,41:25.3,16:43.3,74,Harvard Square at Mass Ave/ Dunster,53,Beacon St at Massachusetts Ave,,
2115,58:19.4,33:34.5,74,Harvard Square at Mass Ave/ Dunster,346,Cleveland Circle,,
2109,15:58.9,51:08.2,74,Harvard Square at Mass Ave/ Dunster,43,Rowes Wharf at Atlantic Ave,,
2108,56:58.8,32:07.0,74,Harvard Square at Mass Ave/ Dunster,376,Honan Library,,
2107,00:25.3,35:33.0,74,Harvard Square at Mass Ave/ Dunster,58,Mugar Way at Beacon St,,
2107,02:45.1,37:52.7,74,Harvard Square at Mass Ave/ Dunster,33,Kenmore Square,,
2106,43:13.7,18:20.2,74,Harvard Square at Mass Ave/ Dunster,58,Mugar Way at Beacon St,,
2104,00:32.0,35:36.8,74,Harvard Square at Mass Ave/ Dunster,58,Mugar Way at Beacon St,,
2103,51:45.0,26:48.5,74,Harvard Square at Mass Ave/ Dunster,206,Government Center - Cambridge St at Court St,,
2101,23:55.7,58:57.4,74,Harvard Square at Mass Ave/ Dunster,3,Colleges of the Fenway - Fenway at Avenue Louis Pasteur,,
2098,44:14.6,19:13.1,74,Harvard Square at Mass Ave/ Dunster,370,Dartmouth St at Newbury St,,
2098,44:19.1,19:17.7,74,Harvard Square at Mass Ave/ Dunster,370,Dartmouth St at Newbury St,,
2092,27:18.5,02:11.3,74,Harvard Square at Mass Ave/ Dunster,374,Tremont St at Hamilton Pl,,
2092,58:39.4,33:31.9,74,Harvard Square at Mass Ave/ Dunster,332,Harvard Ave at Brainerd Rd,,
2088,51:56.5,26:45.1,74,Harvard Square at Mass Ave/ Dunster,133,Green Street T Stop - Green St at Amory St,,
2086,37:40.1,12:26.6,74,Harvard Square at Mass Ave/ Dunster,179,MIT Vassar St,,
2083,18:30.5,53:13.7,74,Harvard Square at Mass Ave/ Dunster,100,Davis Square,,
2080,32:28.7,07:09.0,74,Harvard Square at Mass Ave/ Dunster,206,Government Center - Cambridge St at Court St,,
2078,50:39.5,25:18.0,74,Harvard Square at Mass Ave/ Dunster,57,Massachusetts Ave at Columbus Ave,,
2078,32:19.0,06:57.5,74,Harvard Square at Mass Ave/ Dunster,206,Government Center - Cambridge St at Court St,,
2078,44:36.1,19:15.1,74,Harvard Square at Mass Ave/ Dunster,122,Burlington Ave at Brookline Ave,,
2073,23:17.8,57:51.6,74,Harvard Square at Mass Ave/ Dunster,82,Beacon St at Tappan St,,
2071,39:45.2,14:16.7,74,Harvard Square at Mass Ave/ Dunster,58,Mugar Way at Beacon St,,
2070,50:46.0,25:16.2,74,Harvard Square at Mass Ave/ Dunster,57,Massachusetts Ave at Columbus Ave,,
2066,53:29.6,27:55.7,74,Harvard Square at Mass Ave/ Dunster,35,Arch St at Franklin St,,
2063,03:45.8,38:09.5,74,Harvard Square at Mass Ave/ Dunster,50,Boylston St at Berkeley St,,
2063,40:48.1,15:11.8,74,Harvard Square at Mass Ave/ Dunster,12,Ruggles T Stop - Columbus Ave at Melnea Cass Blvd,,
2063,23:57.8,58:21.1,74,Harvard Square at Mass Ave/ Dunster,3,Colleges of the Fenway - Fenway at Avenue Louis Pasteur,,
2059,18:34.4,52:54.2,74,Harvard Square at Mass Ave/ Dunster,190,Nashua Street at Red Auerbach Way,,
2059,45:30.2,19:49.8,74,Harvard Square at Mass Ave/ Dunster,33,Kenmore Square,,
2058,57:13.5,31:32.3,74,Harvard Square at Mass Ave/ Dunster,30,Brigham Circle - Francis St at Huntington Ave,,
2056,25:36.2,59:52.2,74,Harvard Square at Mass Ave/ Dunster,84,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,,
2053,26:49.6,01:03.0,74,Harvard Square at Mass Ave/ Dunster,40,Lewis Wharf at Atlantic Ave,,
2051,38:31.4,12:42.9,74,Harvard Square at Mass Ave/ Dunster,179,MIT Vassar St,,
2051,05:03.8,39:15.1,74,Harvard Square at Mass Ave/ Dunster,346,Cleveland Circle,,
2050,44:17.1,18:27.7,74,Harvard Square at Mass Ave/ Dunster,163,The Lawn on D,,
2049,05:05.8,39:15.4,74,Harvard Square at Mass Ave/ Dunster,346,Cleveland Circle,,
2048,07:21.3,41:30.1,74,Harvard Square at Mass Ave/ Dunster,60,Charles Circle - Charles St at Cambridge St,,
2047,21:03.6,55:11.5,74,Harvard Square at Mass Ave/ Dunster,60,Charles Circle - Charles St at Cambridge St,,
2043,28:09.7,02:13.2,74,Harvard Square at Mass Ave/ Dunster,374,Tremont St at Hamilton Pl,,
2043,20:59.4,55:02.9,74,Harvard Square at Mass Ave/ Dunster,60,Charles Circle - Charles St at Cambridge St,,
2043,24:47.0,58:50.4,74,Harvard Square at Mass Ave/ Dunster,67,MIT at Mass Ave / Amherst St,,
2032,25:09.5,59:01.7,74,Harvard Square at Mass Ave/ Dunster,67,MIT at Mass Ave / Amherst St,,
2031,48:24.1,22:15.7,74,Harvard Square at Mass Ave/ Dunster,61,Boylston St at Fairfield St,,
2031,21:36.2,55:27.7,74,Harvard Square at Mass Ave/ Dunster,208,Oak Square - 615 Washington St,,
2030,24:45.0,58:35.4,74,Harvard Square at Mass Ave/ Dunster,89,Harvard Law School at Mass Ave / Jarvis St,,
2029,00:43.6,34:33.2,74,Harvard Square at Mass Ave/ Dunster,175,Brighton Center - Washington St at Cambridge St,,
2028,04:29.4,38:17.7,74,Harvard Square at Mass Ave/ Dunster,50,Boylston St at Berkeley St,,
2028,04:04.4,37:53.2,74,Harvard Square at Mass Ave/ Dunster,46,Christian Science Plaza - Massachusetts Ave at Westland Ave,,
2026,25:55.8,59:42.5,74,Harvard Square at Mass Ave/ Dunster,131,Jackson Square T Stop,,
2026,35:30.1,09:16.8,74,Harvard Square at Mass Ave/ Dunster,8,Union Square - Brighton Ave at Cambridge St,,
2025,40:52.1,14:37.8,74,Harvard Square at Mass Ave/ Dunster,206,Government Center - Cambridge St at Court St,,
2025,08:15.1,42:00.1,74,Harvard Square at Mass Ave/ Dunster,359,One Brigham Circle,,
2023,26:19.0,00:02.5,74,Harvard Square at Mass Ave/ Dunster,111,Packard Ave at Powderhouse Blvd,,
2020,33:20.9,07:01.2,74,Harvard Square at Mass Ave/ Dunster,206,Government Center - Cambridge St at Court St,,
2019,47:21.6,21:01.6,74,Harvard Square at Mass Ave/ Dunster,33,Kenmore Square,,
2018,59:30.8,33:09.6,74,Harvard Square at Mass Ave/ Dunster,364,Tremont St at Northampton St,,
2018,14:07.5,47:46.1,74,Harvard Square at Mass Ave/ Dunster,124,Curtis Hall - South St at Centre St,,
2017,01:41.8,35:19.6,74,Harvard Square at Mass Ave/ Dunster,327,Main St at Thompson Sq,,
2016,54:52.9,28:29.7,74,Harvard Square at Mass Ave/ Dunster,357,Centre St at Seaverns Ave,,
2010,38:30.1,12:00.7,74,Harvard Square at Mass Ave/ Dunster,68,Central Square at Mass Ave / Essex St,,
2010,44:10.5,17:41.1,74,Harvard Square at Mass Ave/ Dunster,344,Commonwealth Ave at Chiswick Rd,,
2009,29:01.8,02:31.6,74,Harvard Square at Mass Ave/ Dunster,60,Charles Circle - Charles St at Cambridge St,,
2009,30:25.9,03:55.6,74,Harvard Square at Mass Ave/ Dunster,52,Newbury St at Hereford St,,
2003,08:28.1,41:51.8,74,Harvard Square at Mass Ave/ Dunster,60,Charles Circle - Charles St at Cambridge St,,
1998,57:48.5,31:07.1,74,Harvard Square at Mass Ave/ Dunster,30,Brigham Circle - Francis St at Huntington Ave,,
1996,06:46.0,40:02.0,74,Harvard Square at Mass Ave/ Dunster,318,Ames St at Broadway,,
1996,33:36.7,06:53.0,74,Harvard Square at Mass Ave/ Dunster,206,Government Center - Cambridge St at Court St,,
1993,12:05.2,45:19.2,74,Harvard Square at Mass Ave/ Dunster,370,Dartmouth St at Newbury St,,
1990,48:08.9,21:19.3,74,Harvard Square at Mass Ave/ Dunster,151,Surface Rd at India St,,
1989,36:14.6,09:24.6,74,Harvard Square at Mass Ave/ Dunster,22,South Station - 700 Atlantic Ave,,
1988,36:21.0,09:29.4,74,Harvard Square at Mass Ave/ Dunster,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,,
1986,38:59.8,12:06.3,74,Harvard Square at Mass Ave/ Dunster,179,MIT Vassar St,,
1985,51:13.6,24:19.5,74,Harvard Square at Mass Ave/ Dunster,42,Boylston St at Arlington St,,
1985,14:53.4,47:59.4,74,Harvard Square at Mass Ave/ Dunster,61,Boylston St at Fairfield St,,
1983,25:48.6,58:51.9,74,Harvard Square at Mass Ave/ Dunster,67,MIT at Mass Ave / Amherst St,,
1982,40:26.0,13:28.8,74,Harvard Square at Mass Ave/ Dunster,19,Park Dr at Buswell St,,
1982,44:54.1,17:56.7,74,Harvard Square at Mass Ave/ Dunster,70,Harvard Kennedy School at Bennett St / Eliot St,,
1981,29:33.3,02:34.4,74,Harvard Square at Mass Ave/ Dunster,60,Charles Circle - Charles St at Cambridge St,,
1981,32:10.2,05:12.1,74,Harvard Square at Mass Ave/ Dunster,185,Third at Binney,,
1978,41:20.4,14:19.2,74,Harvard Square at Mass Ave/ Dunster,206,Government Center - Cambridge St at Court St,,
1977,12:38.2,45:35.3,74,Harvard Square at Mass Ave/ Dunster,179,MIT Vassar St,,
1974,13:17.4,46:11.9,74,Harvard Square at Mass Ave/ Dunster,16,Back Bay T Stop - Dartmouth St at Stuart St,,
1973,48:29.9,21:23.6,74,Harvard Square at Mass Ave/ Dunster,61,Boylston St at Fairfield St,,
1972,45:50.3,18:42.9,74,Harvard Square at Mass Ave/ Dunster,103,JFK Crossing at Harvard St. / Thorndike St.,,
1968,28:10.3,00:59.2,74,Harvard Square at Mass Ave/ Dunster,40,Lewis Wharf at Atlantic Ave,,
1967,29:48.3,02:35.7,74,Harvard Square at Mass Ave/ Dunster,25,South End Library - Tremont St at W Newton St,,
1967,50:05.0,22:52.5,74,Harvard Square at Mass Ave/ Dunster,179,MIT Vassar St,,
1966,12:37.1,45:23.7,74,Harvard Square at Mass Ave/ Dunster,370,Dartmouth St at Newbury St,,
1966,09:55.8,42:42.6,74,Harvard Square at Mass Ave/ Dunster,204,Walnut Ave at Warren St,,
1964,17:20.9,50:04.9,74,Harvard Square at Mass Ave/ Dunster,115,Porter Square Station,,
1964,25:50.1,58:34.6,74,Harvard Square at Mass Ave/ Dunster,89,Harvard Law School at Mass Ave / Jarvis St,,
1964,12:36.8,45:21.7,74,Harvard Square at Mass Ave/ Dunster,78,Union Square - Somerville,,
1955,56:20.5,28:56.1,74,Harvard Square at Mass Ave/ Dunster,79,Beacon St at Washington / Kirkland,,
1955,39:16.4,11:52.1,74,Harvard Square at Mass Ave/ Dunster,357,Centre St at Seaverns Ave,,
1950,40:58.4,13:28.9,74,Harvard Square at Mass Ave/ Dunster,19,Park Dr at Buswell St,,
1944,42:24.0,14:48.7,74,Harvard Square at Mass Ave/ Dunster,19,Park Dr at Buswell St,,
1943,37:07.8,09:30.9,74,Harvard Square at Mass Ave/ Dunster,48,Post Office Square,,
1943,22:01.2,54:24.2,74,Harvard Square at Mass Ave/ Dunster,189,Kendall T,,
1942,00:55.6,33:18.1,74,Harvard Square at Mass Ave/ Dunster,364,Tremont St at Northampton St,,
1942,02:12.6,34:34.7,74,Harvard Square at Mass Ave/ Dunster,12,Ruggles T Stop - Columbus Ave at Melnea Cass Blvd,,
1939,23:41.7,56:01.3,74,Harvard Square at Mass Ave/ Dunster,36,Copley Square - Dartmouth St at Boylston St,,
1939,12:29.9,44:49.0,74,Harvard Square at Mass Ave/ Dunster,74,Harvard Square at Mass Ave/ Dunster,,
1936,46:15.9,18:32.7,74,Harvard Square at Mass Ave/ Dunster,60,Charles Circle - Charles St at Cambridge St,,
1934,43:47.8,16:02.2,74,Harvard Square at Mass Ave/ Dunster,53,Beacon St at Massachusetts Ave,,
1934,31:21.4,03:36.0,74,Harvard Square at Mass Ave/ Dunster,52,Newbury St at Hereford St,,
1932,33:00.7,05:13.4,74,Harvard Square at Mass Ave/ Dunster,190,Nashua Street at Red Auerbach Way,,
1931,23:43.6,55:55.1,74,Harvard Square at Mass Ave/ Dunster,36,Copley Square - Dartmouth St at Boylston St,,
1929,18:13.6,50:22.6,74,Harvard Square at Mass Ave/ Dunster,178,MIT Pacific St at Purrington St,,
1927,54:39.0,26:46.7,74,Harvard Square at Mass Ave/ Dunster,6,Cambridge St at Joy St,,
1926,50:30.3,22:36.8,74,Harvard Square at Mass Ave/ Dunster,179,MIT Vassar St,,
1923,31:22.4,03:25.9,74,Harvard Square at Mass Ave/ Dunster,61,Boylston St at Fairfield St,,
1923,49:56.2,22:00.2,74,Harvard Square at Mass Ave/ Dunster,61,Boylston St at Fairfield St,,
1919,02:25.3,34:25.3,74,Harvard Square at Mass Ave/ Dunster,12,Ruggles T Stop - Columbus Ave at Melnea Cass Blvd,,
1918,56:56.4,28:54.9,74,Harvard Square at Mass Ave/ Dunster,11,Longwood Ave at Binney St,,
1916,40:20.8,12:17.1,74,Harvard Square at Mass Ave/ Dunster,35,Arch St at Franklin St,,
1916,54:46.7,26:42.8,74,Harvard Square at Mass Ave/ Dunster,206,Government Center - Cambridge St at Court St,,
1915,34:45.4,06:41.4,74,Harvard Square at Mass Ave/ Dunster,4,Tremont St at E Berkeley St,,
1915,59:36.9,31:32.0,74,Harvard Square at Mass Ave/ Dunster,67,MIT at Mass Ave / Amherst St,,
1913,19:50.4,51:43.7,74,Harvard Square at Mass Ave/ Dunster,319,84 Cambridgepark Dr,,
1913,01:12.7,33:06.4,74,Harvard Square at Mass Ave/ Dunster,357,Centre St at Seaverns Ave,,
1912,36:09.3,08:02.0,74,Harvard Square at Mass Ave/ Dunster,369,Boston Public Market,,
1911,00:21.2,32:13.1,74,Harvard Square at Mass Ave/ Dunster,351,Faneuil St at Arlington St,,
1911,53:19.5,25:11.3,74,Harvard Square at Mass Ave/ Dunster,55,Boylston St at Massachusetts Ave,,
1910,07:12.1,39:03.0,74,Harvard Square at Mass Ave/ Dunster,180,Mt Auburn,,
1910,30:55.9,02:46.1,74,Harvard Square at Mass Ave/ Dunster,22,South Station - 700 Atlantic Ave,,
1910,36:27.2,08:18.1,74,Harvard Square at Mass Ave/ Dunster,70,Harvard Kennedy School at Bennett St / Eliot St,,
1909,33:41.2,05:30.6,74,Harvard Square at Mass Ave/ Dunster,116,359 Broadway - Broadway at Fayette Street,,
1907,53:25.3,25:12.9,74,Harvard Square at Mass Ave/ Dunster,55,Boylston St at Massachusetts Ave,,
1906,10:45.1,42:32.0,74,Harvard Square at Mass Ave/ Dunster,61,Boylston St at Fairfield St,,
1906,55:49.3,27:36.3,74,Harvard Square at Mass Ave/ Dunster,384,Clarendon St at Newbury St,,
1903,57:54.8,29:37.9,74,Harvard Square at Mass Ave/ Dunster,52,Newbury St at Hereford St,,
1900,26:45.5,58:25.8,74,Harvard Square at Mass Ave/ Dunster,67,MIT at Mass Ave / Amherst St,,
1894,46:48.0,18:22.9,74,Harvard Square at Mass Ave/ Dunster,60,Charles Circle - Charles St at Cambridge St,,
1894,56:21.4,27:56.3,74,Harvard Square at Mass Ave/ Dunster,384,Clarendon St at Newbury St,,
1893,56:20.3,27:53.5,74,Harvard Square at Mass Ave/ Dunster,384,Clarendon St at Newbury St,,
1892,55:07.6,26:40.3,74,Harvard Square at Mass Ave/ Dunster,6,Cambridge St at Joy St,,
1890,07:48.8,39:19.4,74,Harvard Square at Mass Ave/ Dunster,53,Beacon St at Massachusetts Ave,,
1890,27:43.1,59:13.3,74,Harvard Square at Mass Ave/ Dunster,73,Harvard Square at Brattle St / Eliot St,,
1890,58:28.7,29:59.1,74,Harvard Square at Mass Ave/ Dunster,351,Faneuil St at Arlington St,,
1890,05:09.1,36:39.1,74,Harvard Square at Mass Ave/ Dunster,90,Lechmere Station at Cambridge St / First St,,
1888,33:40.9,05:09.1,74,Harvard Square at Mass Ave/ Dunster,190,Nashua Street at Red Auerbach Way,,
1886,14:16.3,45:43.2,74,Harvard Square at Mass Ave/ Dunster,363,Harrison Ave at Mullins Way,,
1885,55:06.3,26:31.8,74,Harvard Square at Mass Ave/ Dunster,206,Government Center - Cambridge St at Court St,,
1884,02:01.6,33:25.6,74,Harvard Square at Mass Ave/ Dunster,357,Centre St at Seaverns Ave,,
1883,12:42.4,44:06.1,74,Harvard Square at Mass Ave/ Dunster,73,Harvard Square at Brattle St / Eliot St,,
1881,53:52.9,25:13.9,74,Harvard Square at Mass Ave/ Dunster,120,Beacon St at Charles St,,
1881,11:00.8,42:21.9,74,Harvard Square at Mass Ave/ Dunster,76,Central Sq Post Office / Cambridge City Hall at Mass Ave / Pleasant St,,
1880,11:15.4,42:36.2,74,Harvard Square at Mass Ave/ Dunster,61,Boylston St at Fairfield St,,
1876,42:03.4,13:20.2,74,Harvard Square at Mass Ave/ Dunster,61,Boylston St at Fairfield St,,
1876,47:46.4,19:03.0,74,Harvard Square at Mass Ave/ Dunster,33,Kenmore Square,,
1868,59:20.2,30:29.0,74,Harvard Square at Mass Ave/ Dunster,122,Burlington Ave at Brookline Ave,,
1866,18:51.5,49:58.3,74,Harvard Square at Mass Ave/ Dunster,157,Seaport Blvd at Sleeper St,,
1864,56:30.3,27:35.2,74,Harvard Square at Mass Ave/ Dunster,384,Clarendon St at Newbury St,,
1862,47:12.9,18:15.4,74,Harvard Square at Mass Ave/ Dunster,351,Faneuil St at Arlington St,,
1859,17:10.3,48:09.4,74,Harvard Square at Mass Ave/ Dunster,61,Boylston St at Fairfield St,,
1858,28:08.4,59:06.5,74,Harvard Square at Mass Ave/ Dunster,73,Harvard Square at Brattle St / Eliot St,,
1858,09:24.2,40:22.4,74,Harvard Square at Mass Ave/ Dunster,52,Newbury St at Hereford St,,
1858,06:59.9,37:58.7,74,Harvard Square at Mass Ave/ Dunster,60,Charles Circle - Charles St at Cambridge St,,
1857,56:40.0,27:37.5,74,Harvard Square at Mass Ave/ Dunster,74,Harvard Square at Mass Ave/ Dunster,,
1855,56:24.2,27:19.9,74,Harvard Square at Mass Ave/ Dunster,369,Boston Public Market,,
1854,48:09.0,19:03.1,74,Harvard Square at Mass Ave/ Dunster,342,Boylston St at Jersey St,,
1853,58:18.9,29:12.5,74,Harvard Square at Mass Ave/ Dunster,35,Arch St at Franklin St,,
1852,44:56.2,15:48.4,74,Harvard Square at Mass Ave/ Dunster,33,Kenmore Square,,
1850,16:49.5,47:39.6,74,Harvard Square at Mass Ave/ Dunster,141,Kendall Street,,
1849,17:15.8,48:05.4,74,Harvard Square at Mass Ave/ Dunster,10,B.U. Central - 725 Comm. Ave.,,
1848,59:41.0,30:29.5,74,Harvard Square at Mass Ave/ Dunster,122,Burlington Ave at Brookline Ave,,
1847,08:21.3,39:09.2,74,Harvard Square at Mass Ave/ Dunster,53,Beacon St at Massachusetts Ave,,
1844,54:40.3,25:24.4,74,Harvard Square at Mass Ave/ Dunster,78,Union Square - Somerville,,
1842,39:18.0,10:00.3,74,Harvard Square at Mass Ave/ Dunster,280,Main St at Baldwin St,,
1840,25:57.5,56:38.2,74,Harvard Square at Mass Ave/ Dunster,14,HMS/HSPH - Avenue Louis Pasteur at Longwood Ave,,
1839,23:10.9,53:50.4,74,Harvard Square at Mass Ave/ Dunster,372,Boylston St at Exeter St,,
1838,00:03.6,30:42.4,74,Harvard Square at Mass Ave/ Dunster,53,Beacon St at Massachusetts Ave,,
1836,02:12.9,32:49.2,74,Harvard Square at Mass Ave/ Dunster,91,One Kendall Square at Hampshire St / Portland St,,
1835,16:23.3,46:58.8,74,Harvard Square at Mass Ave/ Dunster,73,Harvard Square at Brattle St / Eliot St,,
1835,56:00.6,26:36.1,74,Harvard Square at Mass Ave/ Dunster,206,Government Center - Cambridge St at Court St,,
1834,42:59.8,13:34.5,74,Harvard Square at Mass Ave/ Dunster,61,Boylston St at Fairfield St,,
1833,41:55.3,12:29.1,74,Harvard Square at Mass Ave/ Dunster,74,Harvard Square at Mass Ave/ Dunster,,
1832,55:10.9,25:43.8,74,Harvard Square at Mass Ave/ Dunster,20,Aquarium T Stop - 200 Atlantic Ave,,
1829,01:07.0,31:36.4,74,Harvard Square at Mass Ave/ Dunster,52,Newbury St at Hereford St,,
1828,58:14.3,28:42.5,74,Harvard Square at Mass Ave/ Dunster,182,Museum of Science,,
1827,27:47.9,58:15.9,74,Harvard Square at Mass Ave/ Dunster,179,MIT Vassar St,,
1825,01:13.8,31:39.3,74,Harvard Square at Mass Ave/ Dunster,52,Newbury St at Hereford St,,
1824,24:36.7,55:01.4,74,Harvard Square at Mass Ave/ Dunster,97,Harvard University River Houses at DeWolfe St / Cowperthwaite St,,
1824,56:10.4,26:35.0,74,Harvard Square at Mass Ave/ Dunster,206,Government Center - Cambridge St at Court St,,
1823,06:20.4,36:44.2,74,Harvard Square at Mass Ave/ Dunster,90,Lechmere Station at Cambridge St / First St,,
