tripduration,start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude
30163,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,72,One Broadway / Kendall Sq at Main St / 3rd St,42.362613,-71.084105
3450.333333,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,87,Harvard University Housing - 115 Putnam Ave at Peabody Terrace,42.366621,-71.114214
2559,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,53,Beacon St at Massachusetts Ave,42.35082681,-71.08981088
6244.444444,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,61,Boylston St at Fairfield St,42.348762,-71.082383
1929.5,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,81,Boylston St at Washington St,42.352409,-71.062679
2284.333333,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,180,Mt Auburn,42.37478629,-71.13320231
4952.2,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,29,Innovation Lab - 125 Western Ave at Batten Way,42.363732,-71.124565
2028.75,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,113,Andrew T Stop - Dorchester Ave at Dexter St,42.33047365,-71.05701685
2446.5,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,59,Chinatown Gate Plaza,42.351356,-71.059367
2775,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,194,Broadway St at Mt Pleasant St,42.38614141,-71.0782814
32548.83333,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,10,B.U. Central - 725 Comm. Ave.,42.350406,-71.108279
4655.25,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,174,Washington St at Brock St,42.34895285,-71.16031677
3572.4,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,179,MIT Vassar St,42.35560121,-71.10394478
31185.25,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,84,CambridgeSide Galleria - CambridgeSide PL at Land Blvd,42.366981,-71.076472
1906,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,195,Brian P. Murphy Staircase at Child Street,42.3720597,-71.07202649
3957,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,40,Lewis Wharf at Atlantic Ave,42.363871,-71.050877
2249.333333,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,47,Cross St at Hanover St,42.362811,-71.056067
1942.75,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,134,Boylston St at Dartmouth St,42.350413,-71.07655
16018,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,104,Harvard University Radcliffe Quadrangle at Shepard St / Garden St,42.380287,-71.125107
2129,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,22,South Station - 700 Atlantic Ave,42.352175,-71.055547
5892,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,89,Harvard Law School at Mass Ave / Jarvis St,42.379011,-71.119945
13905,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,46,Christian Science Plaza - Massachusetts Ave at Westland Ave,42.34366582,-71.08582377
3610.285714,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,186,Congress St at Northern Ave,42.3481,-71.03764
2010,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,137,Magoun Square at Trum Field,42.398365,-71.107818
2134,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,163,The Lawn on D,42.344792,-71.044024
1899.5,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,16,Back Bay T Stop - Dartmouth St at Stuart St,42.34807412,-71.07657015
2022.666667,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,133,Green Street T Stop - Green St at Amory St,42.310579,-71.107341
17043,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,37,New Balance - 20 Guest St,42.35732922,-71.1467354
2514.5,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,41,Packard's Corner - Commonwealth Ave at Brighton Ave,42.352261,-71.123831
3273,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,43,Rowes Wharf at Atlantic Ave,42.357143,-71.050699
2412,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,108,Harvard University / SEAS Cruft-Pierce Halls at 29 Oxford St,42.377945,-71.116865
3686.5,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,139,Dana Park,42.36178044,-71.10809952
2618,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,30,Brigham Circle - Francis St at Huntington Ave,42.33439781,-71.10507935
2685,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,100,Davis Square,42.396969,-71.123024
2426,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,95,Cambridge St - at Columbia St / Webster Ave,42.372969,-71.094445
3054,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,169,Edwards Playground - Main St at Eden St,42.378965,-71.068607
1862,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,175,Brighton Center - Washington St at Cambridge St,42.34894857,-71.15027189
1909,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,39,Washington St at Rutland St,42.3385146,-71.07404083
1957,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,105,Lower Cambridgeport at Magazine St/Riverside Rd,42.3572185,-71.11387163
3457.2,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,73,Harvard Square at Brattle St / Eliot St,42.373231,-71.120886
15144,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,65,Boston Convention and Exhibition Center - Summer St at West Side Dr,42.34776345,-71.04535997
8809,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,8,Union Square - Brighton Ave at Cambridge St,42.353334,-71.137313
1990.142857,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,15,Brighton Mills - 370 Western Ave,42.36154571,-71.13776207
3877.666667,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,103,JFK Crossing at Harvard St. / Thorndike St.,42.346563,-71.128374
2548.75,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,145,Rindge Avenue - O'Neill Library,42.392766,-71.129042
3093,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,35,Arch St at Franklin St,42.35530156,-71.05825603
9522.8,74,Harvard Square at Mass Ave/ Dunster,42.373268,-71.118579,129,Hayes Square - Vine St at Moulton St,42.377022,-71.056605
